Queue_ID,Project_Name,Interconnecting_Entity,County,State,Interconnection_Location,Transmission_Owner,Generation_Type,Capacity_(MW),Summer_Capacity_(MW),Winter_Capacity_(MW),Queue_Date,Status,Proposed_Completion_Date,Withdrawn_Date,Withdrawal_Comment,Actual_Completion_Date,Fuel,Technology,GIM_Study_Phase,Screening_Study_Started,Screening_Study_Complete,FIS_Requested,FIS_Approved,Economic_Study_Required,IA_Signed,Air_Permit,GHG_Permit,Water_Availability,Meets_Planning,Meets_All_Planning,CDR_Reporting_Zone,Approved_for_Energization,Approved_for_Synchronization,Comment
28INR0038,Bullring Wind 2,ACE DevCo NC LLC,Starr,Texas,Tap 345 kV 80355 DelSol7A - 80079 Cruce Ckt 1,,Wind - Wind Turbine,303.8,,,2024-05-09,Active,2028-06-30,,,,Wind,Wind Turbine,"SS Completed, FIS Started, No IA",2024-05-09,2024-08-05,2024-04-30 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
28INR0039,Bullring Wind 3,ACE DevCo NC LLC,Starr,Texas,Tap 345 kV 80355 DelSol7A - 80079 Cruce Ckt 1,,Wind - Wind Turbine,190.4,,,2024-05-09,Active,2028-06-30,,,,Wind,Wind Turbine,"SS Completed, FIS Started, No IA",2024-05-09,2024-08-05,2024-04-29 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
28INR0040,Black Hawk Solar,"ACE DevCo NC, LLC",Duval,Texas,San Miguel (5901) - Cruce (80079) double circuit transmission line. Requesting interconnection to both lines on the double circuit. This is a planned double circuit with ISD of 2027. ,,Solar - Photovoltaic Solar,251.34,,,2024-02-27,Active,2028-05-15,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-02-27,2024-05-24,2024-11-21 23:20:37.000,,,,,,Not Required,,,SOUTH,,,
28INR0048,Findley BESS,"Gransolar Texas Sixteen, LLC",Limestone,Texas,#107 Prairie Hill 69 kV,,Other - Battery Energy Storage,51.74,,,2024-02-07,Active,2028-01-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-02-07,2024-04-30,2024-01-16 00:00:00.000,,,,Not Required,Not Required,,,,NORTH,,,
28INR0055,Freestone Battery Storage Project ,"Freestone Power Generation, LLC",Freestone,Texas,3134 RICHLAND CHAMBERS 345kV (PSS/E Bus Name: RICHLND1_5),,Other - Battery Energy Storage,210.5,,,2024-02-07,Active,2028-12-16,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-02-07,2024-04-30,2025-01-17 21:59:37.000,,,,,,,,,NORTH,,,
28INR0057,Windecker,Windecker Energy LLC,Upton,Texas,10058 Catclaw Switch 138kV,,Wind - Wind Turbine,419.7,,,2024-03-29,Active,2027-09-15,,,,Wind,Wind Turbine,"SS Completed, FIS Started, No IA",2024-03-29,2024-06-19,2024-03-14 00:00:00.000,,,,,,Not Required,,,WEST,,,
28INR0059,Verily Solar (FKA Cuello De Cuero Solar),"NextEra Energy Interconnection Holdings, LLC",Brooks,Texas,80078 Reforzar Switch Station 345kV,,Solar - Photovoltaic Solar,250.0,,,2024-03-22,Active,2028-07-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-03-22,2024-06-19,2024-03-06 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
28INR0061,Sunrose Renewable Energy Solar SLF,Sunrose Renewable Energy LLC,Austin,Texas,Tap 138kV #44740 WALLIS - #44700 GEBHRT ,,Solar - Photovoltaic Solar,300.88,,,2024-04-09,Active,2027-12-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-04-09,2024-07-05,2024-03-29 00:00:00.000,,No,,,,Not Required,,,SOUTH,,,
28INR0063,Bluefox Solar 2,Industrial November Project LLC,Matagorda,Texas,#8754 Zoisite 345kV,,Solar - Photovoltaic Solar,401.8,,,2024-03-22,Active,2030-01-17,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-03-22,2024-06-19,2024-02-21 00:00:00.000,,,,,,Not Required,,,COASTAL,,,
28INR0064,Bluefox Solar 3,Industrial November Project LLC,Matagorda,Texas,#8754 Zoisite 345kV,,Solar - Photovoltaic Solar,201.8,,,2024-03-22,Active,2030-04-18,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-03-22,2024-06-19,2024-02-21 00:00:00.000,,,,,,Not Required,,,COASTAL,,,
28INR0066,Sunrose Renewable Energy Storage SLF,Sunrose Renewable Energy LLC,Austin,Texas,Tap 138kV 44740 WALLIS - 44700 GEBHRT,,Other - Battery Energy Storage,0.0,,,2024-04-15,Active,2027-12-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-04-15,2024-07-05,2024-04-12 00:00:00.000,,No,,,,,,,SOUTH,,,
28INR0068,Alpujarra Solar,Greening USA Corp.,Wharton,Texas,5521 GALOW 138 KV,,Solar - Photovoltaic Solar,112.5,,,2024-09-04,Active,2028-05-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-09-04,2024-11-27,2024-08-12 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
28INR0072,Mirando Valley Wind,ACE DevCo NC LLC,Jim Hogg,Texas,Tap 345kV  80220 Cenizo - 80079 Cruce Ckt-1,,Wind - Wind Turbine,351.0,,,2024-08-16,Active,2028-07-06,,,,Wind,Wind Turbine,"SS Completed, FIS Started, No IA",2024-08-16,2024-11-12,2024-06-05 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
28INR0073,Daystar Solar ,"Choate Solar, LLC",Karnes,Texas,5728 Choate 138kV,,Solar - Photovoltaic Solar,150.0,,,2024-04-15,Active,2028-03-15,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-04-15,2024-07-05,2024-04-09 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
28INR0074,Massey Storage,"Massey Storage, LLC",Harris,Texas,Tap 128kV  Chevron_NewSub(#99300) and Cedar Bayou Tap(#48065) circuit 84,,Other - Battery Energy Storage,102.86,,,2024-07-30,Active,2028-01-03,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-07-30,2024-10-25,2024-07-23 00:00:00.000,,,,,,,,,HOUSTON,,,
28INR0075,Wild Paw Storage,"Wild Paw Energy Center, LLC",Henderson,Texas,Tap 345kV 3124 Trinidad - 3130 Forest Grove,,Other - Battery Energy Storage,313.2,,,2024-05-09,Active,2028-09-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-05-09,2024-08-05,2024-05-07 00:00:00.000,,,,,,,,,NORTH,,,
28INR0080,Turtle Rock Storage,"Turtle Rock Energy Center, LLC",Freestone,Texas,Tap 138 kV 13501 Clayhill to 13681 Reed,,Other - Battery Energy Storage,135.59,,,2024-05-09,Active,2028-07-02,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-05-09,2024-08-05,2024-05-08 00:00:00.000,,,,,,,,,NORTH,,,
28INR0086,West Royal Natural Gas (TEF-Due Diligence) ,Invenergy Energy Transition Development LLC,Upton,Texas,76000 L_NORTMC5_1Y 345kV,,"Gas - Combustion (gas) Turbine, but not part of a Combined-Cycle",888.0,,,2024-06-13,Active,2029-05-01,,,,Gas,"Combustion (gas) Turbine, but not part of a Combined-Cycle","SS Completed, FIS Started, No IA",2024-06-13,2024-09-10,2024-12-17 00:00:00.000,,,,,,,,,WEST,,,
28INR0087,North Royal Thermal (TEF- Due Diligence),Invenergy Energy Transition Development LLC,Lamar,Texas,Tap 345kV 1695 MOSES_5 - 11699 WOODARD_5 ,,"Gas - Combustion (gas) Turbine, but not part of a Combined-Cycle",479.0,,,2024-06-13,Active,2029-05-01,,,,Gas,"Combustion (gas) Turbine, but not part of a Combined-Cycle","SS Completed, FIS Started, No IA",2024-06-13,2024-09-10,2024-12-17 00:00:00.000,,,,,,,,,NORTH,,,
28INR0088,Red Hollow Renewable Energy Solar SLF,Red Hollow Renewable Energy LLC,Archer,Texas,Tap 345kV (Bus# 1422) Bowman - (Bus# 17002) Garvey Road ,,Solar - Photovoltaic Solar,308.6,,,2024-07-01,Active,2028-04-10,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-07-01,2024-10-04,2024-06-04 00:00:00.000,,,,,,Not Required,,,WEST,,,
28INR0089,EmberYork ,EmberYork Energy Center,Austin,Texas,TAP 138kV WALLIS 44740 - GERBHRT 44700,,"Gas - Combustion (gas) Turbine, but not part of a Combined-Cycle",900.0,,,2024-08-29,Active,2028-01-01,,,,Gas,"Combustion (gas) Turbine, but not part of a Combined-Cycle","SS Completed, FIS Started, No IA",2024-08-29,2024-08-29,2024-12-11 00:00:00.000,,Yes,,,,,,,SOUTH,,,
28INR0090,EmberGreen ,EmberGreen Energy Center,Wharton,Texas,Tap 138kV 48050 Caney - 44150 Hungerford,,"Gas - Combustion (gas) Turbine, but not part of a Combined-Cycle",900.0,,,2024-06-13,Active,2028-01-01,,,,Gas,"Combustion (gas) Turbine, but not part of a Combined-Cycle","SS Completed, FIS Started, No IA",2024-06-13,2024-09-10,2024-12-18 21:21:05.000,,,,,,,,,SOUTH,,,
28INR0094,Pham BESS,"ASB1, LLC",Anderson,Texas,Tap 138kV 3281 TENNCLNY_8 - 3284 BETO_8,,Other - Battery Energy Storage,132.98,,,2024-06-13,Active,2028-04-17,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-06-13,2024-09-10,,,,,,,,,,NORTH,,,
28INR0095,Starlit Pasture Storage,"Starlit Pasture Energy Center, LLC",Washington,Texas,7574 Chappell Hill 138 KV,,Other - Battery Energy Storage,208.8,,,2024-08-16,Active,2029-09-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-08-16,2024-11-12,2024-06-24 00:00:00.000,,,,,,,,,SOUTH,,,
28INR0097,Catamount Storage,"TOCE TX BESS 3, LLC",Harris,Texas,Tap 345kV 46100 North Belt - 40850 Jordan CKT 99,,Other - Battery Energy Storage,515.44,,,2024-09-04,Active,2028-06-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-09-04,2024-11-27,2024-08-21 00:00:00.000,,Yes,,,,,,,HOUSTON,,,
28INR0101,Vazlon Solar SLF ,Vazlon Energy LLC,La Salle,Texas,8619 Encinal - 8627 Lemay Box Bay 138kV line,,Solar - Photovoltaic Solar,211.41,,,2024-10-01,Active,2028-06-30,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-10-01,2024-12-16,2024-09-06 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
28INR0104,Vazlon BESS SLF ,Vazlon Energy LLC,La Salle,Texas,8619 Encinal - 8627 Lemay Box Bay 138kV line,,Other - Battery Energy Storage,0.0,,,2024-10-01,Active,2028-06-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-10-01,2024-12-16,2024-09-06 00:00:00.000,,,,,,,,,SOUTH,,,
28INR0105,Vast Sands Power I (TEF -Due Diligence),Permian Power I LLC,Ward,Texas,Tap 345kV 11010 Wolf Switch - 11188 Quarry Field Switch Ckt 2 ,,"Gas - Combustion (gas) Turbine, but not part of a Combined-Cycle",440.0,,,2024-07-22,Active,2027-12-01,,,,Gas,"Combustion (gas) Turbine, but not part of a Combined-Cycle","SS Completed, FIS Started, No IA",2024-07-22,2024-10-08,2024-07-05 00:00:00.000,,,,,,,,,WEST,,,
28INR0108,RAYBURN ENERGY STATION II Gas (TEF-Due Diligence),Rayburn Energy Station LLC,Grayson,Texas,Tap 138 kV Haggerty (12677) - Progress Park (#12678),,"Gas - Combustion (gas) Turbine, but not part of a Combined-Cycle",570.0,,,2025-01-13,Active,2028-02-26,,,,Gas,"Combustion (gas) Turbine, but not part of a Combined-Cycle","SS Completed, FIS Started, No IA",2025-01-13,2025-04-08,2025-01-02 00:00:00.000,,,,,,,,,NORTH,,,
28INR0109,Vast Sands Power II (TEF-Due Diligence),Permian Power II LLC,Ward,Texas,Tap 345kV 11010 Wolf Switch - 11188 Quarry Field Switch Ckt 2 ,,"Gas - Combustion (gas) Turbine, but not part of a Combined-Cycle",440.0,,,2024-07-22,Active,2028-02-01,,,,Gas,"Combustion (gas) Turbine, but not part of a Combined-Cycle","SS Completed, FIS Started, No IA",2024-07-22,2024-10-08,2024-07-03 00:00:00.000,,,,,,,,,WEST,,,
28INR0110,Biggs BESS,"Biggs Battery Facility, LLC",McCulloch,Texas,76006 Bow Wood 345 kV,,Other - Battery Energy Storage,200.0,,,2024-07-22,Active,2028-11-15,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-07-22,2024-10-18,2025-04-21 00:00:00.000,,,,,,,,,SOUTH,,,
28INR0111,Biggs Solar,"Biggs Solar Farm, LLC",McCulloch,Texas,#76006 Bow Wood 345 kV,,Solar - Photovoltaic Solar,400.0,,,2024-07-22,Active,2028-11-15,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-07-22,2024-10-18,2025-04-21 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
28INR0113,Axis Ridge Wind,"Axis Ridge Wind, LLC",Sutton,Texas,Tap 345kV 60709 Oersted - 60616 Edison,,Wind - Wind Turbine,750.05,,,2024-11-19,Active,2029-07-01,,,,Wind,Wind Turbine,"SS Completed, FIS Started, No IA",2024-11-19,2025-02-03,2024-11-07 00:00:00.000,,,,,,Not Required,,,WEST,,,
28INR0116,Salazar BESS,Salazar Energy Storage LLC,Tarrant,Texas,2068 Rosen Heights 138kV,,Other - Battery Energy Storage,127.82,,,2024-10-01,Active,2028-07-11,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-10-01,2024-12-09,2024-08-27 00:00:00.000,,,,,,,,,NORTH,,,
28INR0118,Copperleaf Energy Storage,"Copperleaf Energy Storage, LLC",Wichita,Texas,Tap 345kV Fisher Road Switch (#1425) – Riley (#6101) ,,Other - Battery Energy Storage,306.53,,,2024-11-19,Active,2029-04-18,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-11-19,2025-02-18,2024-10-16 00:00:00.000,,,,,,,,,WEST,,,
28INR0119,Rabbit Hollow Energy Storage,"Rabbit Hollow Energy Storage, LLC",Mitchell,Texas,1190 Barber Lake Switch 138kV,,Other - Battery Energy Storage,341.8,,,2024-12-19,Active,2028-09-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-12-19,2025-03-18,2024-12-01 00:00:00.000,,,,,,,,,WEST,,,
28INR0121,Jalisco Peaker,"HEP Power Generation, LLC",Nueces,Texas,"8475 JAVELINA4A 138kV
",,"Gas - Combustion (gas) Turbine, but not part of a Combined-Cycle",183.6,,,2024-08-16,Active,2029-05-31,,,,Gas,"Combustion (gas) Turbine, but not part of a Combined-Cycle","SS Completed, FIS Started, No IA",2024-08-16,2024-11-04,2025-05-01 00:00:00.000,,,,,,,,,COASTAL,,,
28INR0124,Silverbell Storage,"Silverbell Energy Center, LLC",Red River,Texas,Tap 138kV Rivercrest SES 1780 - Deport REA 1768,,Other - Battery Energy Storage,130.57,,,2024-08-16,Active,2028-09-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-08-16,2024-10-07,2024-07-31 00:00:00.000,,,,,,,,,NORTH,,,
28INR0125,Silverbell Solar,"Silverbell Energy Center, LLC",Red River,Texas,Tap 138kV Rivercrest SES 1780 - Deport REA 1768,,Solar - Photovoltaic Solar,125.63,,,2024-08-16,Active,2028-09-30,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-08-16,2024-10-07,2024-07-31 00:00:00.000,,,,,,Not Required,,,NORTH,,,
28INR0127,Half Moon Solar,"NextEra Energy Interconnection Holdings, LLC",Starr,Texas,#80231 Pronto 345kV,,Solar - Photovoltaic Solar,512.5,,,2025-01-13,Active,2029-07-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2025-01-13,2025-04-08,2024-12-23 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
28INR0132,River Boat Solar,"Champion Creek Solar, LLC",Mitchell,Texas,"Tap 345kV 10053 Cattlemen 5 - 76030 Gasconades Creek  
",,Solar - Photovoltaic Solar,502.2,,,2024-09-04,Active,2028-09-25,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-09-04,2024-12-02,2024-08-22 00:00:00.000,,,,,,Not Required,,,WEST,,,
28INR0133,River Boat Storage,"Champion Creek Storage, LLC",Mitchell,Texas,Tap 345kV 10053 Cattlemen 5 - 76030 Gasconades Creek,,Other - Battery Energy Storage,207.02,,,2024-10-01,Active,2028-09-25,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-10-01,2024-12-02,2024-09-24 00:00:00.000,,,,,,,,,WEST,,,
28INR0134,Salt-Lick Storage,"Salt-Lick Storage, LLC",Culberson,Texas,11198 Elcor_8 138 KV,,Other - Battery Energy Storage,155.3,,,2024-10-10,Active,2028-06-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-10-10,2024-12-09,2024-10-07 00:00:00.000,,,,,,,,,WEST,,,
28INR0147,Fallstone Solar SLF,"Fallstone Solar, LLC",Falls,Texas,Tap 69kV 3588 Groesbeck - 3637 Otto Junction ,,Solar - Photovoltaic Solar,60.55,,,2024-12-19,Active,2028-09-21,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-12-19,2025-03-18,2024-12-04 00:00:00.000,,,,,,Not Required,,,NORTH,,,
28INR0148,Sonora High Noon BESS,"Sonora High Noon, LLC",Sutton,Texas,60412 CARVER 138kV,,Other - Battery Energy Storage,204.08,,,2024-09-04,Active,2028-07-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-09-04,2024-11-27,2024-09-03 00:00:00.000,,,,,,,,,WEST,,,
28INR0149,Fallstone Storage SLF,"Fallstone Solar, LLC",Falls,Texas,Tap 69kV 3588 Groesbeck - 3637 Otto Junction ,,Other - Battery Energy Storage,0.0,,,2024-12-19,Active,2028-09-21,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-12-19,2025-03-18,2024-12-04 00:00:00.000,,,,,,,,,NORTH,,,
28INR0154,Pamela Heights I,Pamela heights I Energy Center LLC,Harris,Texas,#47150 HOC 138kV,,Other - Battery Energy Storage,101.65,,,2024-09-10,Active,2026-06-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-09-10,2024-12-03,2024-09-09 00:00:00.000,,,,,,,,,HOUSTON,,,
28INR0155,Coke BESS,"Coke ESS, LLC",Coke,Texas,76090 Divide Switchyard 345kV,,Other - Battery Energy Storage,220.3,,,2024-10-01,Active,2028-04-10,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-10-01,2024-12-09,2024-09-27 00:00:00.000,,,,,,,,,WEST,,,
28INR0156,Chimney Rock BESS,"Taylor ESS, LLC",Taylor,Texas,Tap 138kV 76317 MOORE - 76318 BUTMAN,,Other - Battery Energy Storage,156.0,,,2025-02-14,Active,2028-04-10,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-02-14,2025-05-12,2024-12-17 00:00:00.000,,,,,,,,,WEST,,,
28INR0157,Axtell BESS,Axtell BESS LLC,McLennan,Texas,#13401 Tiger Creek Switch 345kV,,Other - Battery Energy Storage,306.94,,,2024-10-01,Active,2028-01-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-10-01,2024-12-09,2025-03-31 00:00:00.000,,,,,,,,,NORTH,,,
28INR0160,Neal Solar,CH Neal Solar LLC,Wharton,Texas,tap of 138kV 8750 CHARMERP4A - 8127 South Lane City,,Solar - Photovoltaic Solar,173.71,,,2025-05-27,Active,2028-01-29,,,,Solar,Photovoltaic Solar,"SS Started, FIS Started, No IA",2025-05-27,,2025-05-14 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
28INR0164,Savanna Prairie Solar,"Savanna Prairie Solar, LLC",Pecos,Texas,Tap 345 kV Bus # 60404 Solstice7A - Bus # 76002 L_Bakers5_1Y,,Solar - Photovoltaic Solar,354.8,,,2024-10-29,Active,2028-10-16,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-10-29,2025-01-07,2024-10-04 00:00:00.000,,,,,,Not Required,,,WEST,,,
28INR0165,Savanna Prairie Storage,"Savanna Prairie Storage, LLC",Pecos,Texas,Tap 345 kV Bus # 60404 Solstice7A - Bus # 76002 L_Bakers5_1Y,,Other - Battery Energy Storage,114.43,,,2024-10-29,Active,2028-10-16,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-10-29,2025-01-07,2024-10-04 00:00:00.000,,,,,,,,,WEST,,,
28INR0166,Brookesmith Storage,Brookesmith Storage LLC,Brown,Texas,Tap Brown Switch #1444 – Russell Gap Switch #3348,,Other - Battery Energy Storage,351.0,,,2025-04-01,Active,2029-05-07,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-04-01,2025-06-25,2025-05-21 00:00:00.000,,,,,,,,,NORTH,,,
28INR0168,Guajillo Wind,Guajillo Wind LLC,Duval,Texas,Tap 345 kV 80079 Cruce - 5901 San Miguel CKT 01,,Wind - Wind Turbine,202.4,,,2024-12-19,Active,2028-09-01,,,,Wind,Wind Turbine,"SS Completed, FIS Started, No IA",2024-12-19,2025-03-18,2024-12-10 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
28INR0170,Kiskadee Trail Solar SLF,"Kiskadee Trail Solar, LLC",Dimmit,Texas,Tap 138kV 8005 Carrizo Springs - 8006 Crystal City,,Solar - Photovoltaic Solar,406.0,,,2024-10-08,Active,2029-10-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-10-08,2024-12-18,2024-10-08 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
28INR0171,Kiskadee Trail Storage SLF,"Kiskadee Trail Storage, LLC",Dimmit,Texas,Tap 138kV 8005 Carrizo Springs - 8006 Crystal City,,Other - Battery Energy Storage,406.0,,,2024-10-01,Active,2029-10-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-10-01,2024-12-18,2024-09-20 00:00:00.000,,,,,,,,,SOUTH,,,
28INR0175,Mobee Springs BESS,"Mobee Springs, LLC",Refugio,Texas,#8805 BONIVIEW2A 69kV ,,Other - Battery Energy Storage,100.61,,,2025-06-05,Active,2028-03-31,,,,Other,Battery Energy Storage,"SS Started, FIS Started, No IA",2025-06-05,,2025-05-09 00:00:00.000,,,,,,,,,COASTAL,,,
28INR0176,Gail Mountain Solar,"Gail Mountain Solar, LLC",Borden,Texas,Tap 345kV 59905 Faraday - 59900 Long Draw,,Solar - Photovoltaic Solar,244.4,,,2024-10-29,Active,2028-08-25,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-10-29,2025-01-14,2024-10-11 00:00:00.000,,,,,,Not Required,,,WEST,,,
28INR0177,Sisters Solar II,"Oberon Solar III, LLC ",Ector,Texas,tap 345kV 11010  Wolf Switching Station - 10012 Meteor ,,Solar - Photovoltaic Solar,205.54,,,2024-10-21,Active,2028-12-15,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-10-21,2025-01-10,2024-10-18 00:00:00.000,,,,,,Not Required,,,WEST,,,
28INR0179,Sunburst Solar,"Indigo Solar, LLC",San Patricio,Texas,Tap LONHILL (Bus#8455) to KATOEN (Bus#8579).,,Solar - Photovoltaic Solar,301.6,,,2024-10-10,Active,2028-06-30,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-10-10,2025-01-07,2024-10-23 00:00:00.000,,,,,,Not Required,,,COASTAL,,,
28INR0180,Green Ocelot Solar,Ocelot Solar LLC,Kenedy,Texas,Tap 345kV 80076 Ajo  - 8601 Cebolla ,,Solar - Photovoltaic Solar,357.0,,,2025-01-28,Active,2028-11-17,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2025-01-28,2025-04-18,2025-01-28 00:00:00.000,,,,,,Not Required,,,COASTAL,,,
28INR0181,Sunburst BESS,"Indigo Solar, LLC",San Patricio,Texas,Tap 345kV 8455 LONHILL - 8579 KATOEN ,,Other - Battery Energy Storage,256.3,,,2024-10-10,Active,2028-06-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-10-10,2025-01-07,2024-10-23 00:00:00.000,,,,,,,,,COASTAL,,,
28INR0182,Ponferrada Solar,Karol Solar VI,Navarro,Texas,"Tap 138 KV  3456 CORSWEST1_8 - 3457 CORS_MOBT_8

",,Solar - Photovoltaic Solar,148.87,,,2024-10-01,Active,2028-11-17,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-10-01,2024-12-18,2025-04-15 00:00:00.000,,,,,,Not Required,,,NORTH,,,
28INR0185,San Gabriel Solar,San Gabriel Solar LLC,Milam,Texas,Tap 138 kV 3750 Vosslake - 3749 Buckholts,,Solar - Photovoltaic Solar,255.0,,,2025-01-28,Active,2028-07-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2025-01-28,2025-04-17,2025-01-08 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
28INR0186,Saddlehorn Energy Storage,"Saddlehorn, LLC",Austin,Texas,Tap 138kV 7287 Bellville North - 7291 Highway 36,,Other - Battery Energy Storage,256.8,,,2024-11-26,Active,2028-11-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-11-26,2025-02-18,2024-12-03 00:00:00.000,,,,,,,,,SOUTH,,,
28INR0188,Ashra Solar SLF,"Ashra Solar, LLC",Uvalde,Texas,Tap 69kV bus#5823 UVALDE Switch (UVALDESW9) to bus#5820 UVALDE SUB (UVALDESUB9),,Solar - Photovoltaic Solar,40.25,,,2025-04-25,Active,2028-06-14,,,,Solar,Photovoltaic Solar,"SS Started, FIS Started, No IA",2025-04-25,,2025-03-31 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
28INR0189,Green Ocelot Storage,Ocelot Solar LLC,Kenedy,Texas,Tap 345kV 80076 Ajo 80076 - 8601 Cebolla ,,Other - Battery Energy Storage,178.5,,,2025-01-28,Active,2028-11-17,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-01-28,2025-04-18,2025-01-28 00:00:00.000,,,,,,,,,COASTAL,,,
28INR0190,Ashra Storage SLF,"Ashra Solar, LLC",Uvalde,Texas,Tap 69kV 5823 UVALDE Switch - 5820 UVALDE SUB,,Other - Battery Energy Storage,1.62,,,2025-04-25,Active,2028-06-14,,,,Other,Battery Energy Storage,"SS Started, FIS Started, No IA",2025-04-25,,2025-03-31 00:00:00.000,,,,,,,,,SOUTH,,,
